Sequence	Count	Probability(%)
7665	32	0.001797
0086	32	0.001797
4372	32	0.001797
9155	32	0.001797
4974	32	0.001797
3461	32	0.001797
4759	32	0.001797
6167	32	0.001797
7009	32	0.001797
6450	32	0.001797
8163	32	0.001797
4698	32	0.001797
7148	32	0.001797
4916	32	0.001797
0854	32	0.001797
7850	32	0.001797
8651	32	0.001797
6717	32	0.001797
4034	32	0.001797
9144	32	0.001797
9342	32	0.001797
9863	32	0.001797
6026	32	0.001797
0773	32	0.001797
5715	32	0.001797
8718	32	0.001797
6015	32	0.001797
8946	32	0.001797
7908	32	0.001797
8091	32	0.001797
8317	32	0.001797
5716	32	0.001797
6929	32	0.001797
7017	32	0.001797
9273	32	0.001797
6550	32	0.001797
4754	32	0.001797
8981	32	0.001797
4733	32	0.001797
9268	32	0.001797
7242	32	0.001797
5746	32	0.001797
2946	32	0.001797
8050	32	0.001797
5745	32	0.001797
4090	32	0.001797
6341	32	0.001797
3744	32	0.001797
6818	32	0.001797
7362	32	0.001797
7872	32	0.001797
9615	32	0.001797
9973	32	0.001797
0945	32	0.001797
6642	32	0.001797
7138	32	0.001797
0859	32	0.001797
0836	32	0.001797
8053	32	0.001797
4776	32	0.001797
9254	32	0.001797
9447	32	0.001797
8461	32	0.001797
7015	32	0.001797
9814	32	0.001797
5063	32	0.001797
9950	32	0.001797
6170	32	0.001797
9543	32	0.001797
5096	32	0.001797
6733	32	0.001797
4732	32	0.001797
0444	32	0.001797
9551	32	0.001797
6570	32	0.001797
8556	32	0.001797
4973	32	0.001797
6249	32	0.001797
7335	32	0.001797
9848	32	0.001797
3915	32	0.001797
8116	32	0.001797
6476	32	0.001797
7556	32	0.001797
4374	32	0.001797
8951	32	0.001797
5954	32	0.001797
5941	32	0.001797
9957	32	0.001797
2952	32	0.001797
7320	32	0.001797
6535	32	0.001797
7661	32	0.001797
3970	32	0.001797
5092	32	0.001797
7318	32	0.001797
7165	32	0.001797
3943	32	0.001797
7361	32	0.001797
6017	32	0.001797
5997	32	0.001797
0656	32	0.001797
5834	32	0.001797
9746	32	0.001797
5739	32	0.001797
3931	32	0.001797
6437	32	0.001797
7760	32	0.001797
8170	32	0.001797
6741	32	0.001797
0346	32	0.001797
6943	32	0.001797
3909	32	0.001797
7932	32	0.001797
0765	32	0.001797
7750	32	0.001797
8127	32	0.001797
8565	32	0.001797
9763	32	0.001797
6675	32	0.001797
9736	32	0.001797
6149	32	0.001797
8997	32	0.001797
9528	32	0.001797
8396	32	0.001797
6259	32	0.001797
9533	32	0.001797
0366	32	0.001797
3774	32	0.001797
3964	32	0.001797
3736	32	0.001797
0355	32	0.001797
9574	32	0.001797
0252	32	0.001797
9834	32	0.001797
7652	32	0.001797
5089	32	0.001797
9566	32	0.001797
8413	32	0.001797
8453	32	0.001797
9668	32	0.001797
7830	32	0.001797
8431	32	0.001797
9561	32	0.001797
7368	32	0.001797
6865	32	0.001797
4067	32	0.001797
2859	32	0.001797
9732	32	0.001797
6056	32	0.001797
8843	32	0.001797
6518	32	0.001797
5727	31	0.001741
3853	31	0.001741
9248	31	0.001741
6740	31	0.001741
7238	31	0.001741
5772	31	0.001741
3980	31	0.001741
4017	31	0.001741
7847	31	0.001741
7324	31	0.001741
6315	31	0.001741
9524	31	0.001741
3947	31	0.001741
9158	31	0.001741
2947	31	0.001741
9443	31	0.001741
6831	31	0.001741
8667	31	0.001741
4775	31	0.001741
5857	31	0.001741
7446	31	0.001741
6137	31	0.001741
5734	31	0.001741
7209	31	0.001741
4746	31	0.001741
9636	31	0.001741
6237	31	0.001741
9882	31	0.001741
0655	31	0.001741
9769	31	0.001741
7560	31	0.001741
7081	31	0.001741
4086	31	0.001741
9334	31	0.001741
9635	31	0.001741
7056	31	0.001741
9357	31	0.001741
6561	31	0.001741
5828	31	0.001741
7025	31	0.001741
8742	31	0.001741
6480	31	0.001741
6016	31	0.001741
6331	31	0.001741
6538	31	0.001741
3723	31	0.001741
7608	31	0.001741
4342	31	0.001741
9518	31	0.001741
6771	31	0.001741
8418	31	0.001741
7922	31	0.001741
5978	31	0.001741
7916	31	0.001741
4857	31	0.001741
3835	31	0.001741
5851	31	0.001741
8615	31	0.001741
4772	31	0.001741
4724	31	0.001741
5260	31	0.001741
8840	31	0.001741
0768	31	0.001741
6443	31	0.001741
6809	31	0.001741
9279	31	0.001741
4368	31	0.001741
8097	31	0.001741
9077	31	0.001741
0165	31	0.001741
4339	31	0.001741
9178	31	0.001741
9614	31	0.001741
7427	31	0.001741
7030	31	0.001741
9864	31	0.001741
6078	31	0.001741
6848	31	0.001741
8051	31	0.001741
4071	31	0.001741
8635	31	0.001741
6660	31	0.001741
9479	31	0.001741
7594	31	0.001741
0271	31	0.001741
8336	31	0.001741
7640	31	0.001741
6576	31	0.001741
0242	31	0.001741
9065	31	0.001741
6571	31	0.001741
6817	31	0.001741
6460	31	0.001741
6739	31	0.001741
0476	31	0.001741
6238	31	0.001741
0752	31	0.001741
6148	31	0.001741
0756	31	0.001741
6031	31	0.001741
7398	31	0.001741
3823	31	0.001741
9429	31	0.001741
8160	31	0.001741
8065	31	0.001741
9539	31	0.001741
9459	31	0.001741
0446	31	0.001741
5631	31	0.001741
7736	31	0.001741
8398	31	0.001741
9857	31	0.001741
6257	31	0.001741
9364	31	0.001741
5848	31	0.001741
4831	31	0.001741
6709	31	0.001741
9717	31	0.001741
0874	31	0.001741
5754	31	0.001741
7914	31	0.001741
7761	31	0.001741
8434	31	0.001741
7354	31	0.001741
4697	31	0.001741
7245	31	0.001741
3929	31	0.001741
9376	31	0.001741
8064	31	0.001741
0871	31	0.001741
4845	31	0.001741
6344	31	0.001741
0439	31	0.001741
9553	31	0.001741
6827	31	0.001741
9923	31	0.001741
8960	31	0.001741
8327	31	0.001741
8267	31	0.001741
9332	31	0.001741
8731	31	0.001741
0956	31	0.001741
7768	31	0.001741
3860	31	0.001741
7965	31	0.001741
5841	31	0.001741
6005	31	0.001741
6372	31	0.001741
9161	31	0.001741
8355	31	0.001741
4739	31	0.001741
5956	31	0.001741
0472	31	0.001741
6340	31	0.001741
8430	31	0.001741
4634	31	0.001741
6931	31	0.001741
9722	31	0.001741
5339	31	0.001741
5176	31	0.001741
9473	31	0.001741
9082	31	0.001741
6962	31	0.001741
0963	31	0.001741
4860	31	0.001741
7046	30	0.001685
7436	30	0.001685
7628	30	0.001685
9175	30	0.001685
6861	30	0.001685
9148	30	0.001685
0433	30	0.001685
9952	30	0.001685
7920	30	0.001685
6641	30	0.001685
7636	30	0.001685
8452	30	0.001685
7516	30	0.001685
0471	30	0.001685
8617	30	0.001685
8851	30	0.001685
8961	30	0.001685
8197	30	0.001685
5917	30	0.001685
5765	30	0.001685
7460	30	0.001685
7863	30	0.001685
7923	30	0.001685
7527	30	0.001685
7964	30	0.001685
9564	30	0.001685
7166	30	0.001685
6054	30	0.001685
6348	30	0.001685
8528	30	0.001685
6759	30	0.001685
7038	30	0.001685
8149	30	0.001685
8473	30	0.001685
0834	30	0.001685
4945	30	0.001685
9764	30	0.001685
9045	30	0.001685
9650	30	0.001685
9440	30	0.001685
7239	30	0.001685
4085	30	0.001685
0544	30	0.001685
5751	30	0.001685
7909	30	0.001685
8737	30	0.001685
8259	30	0.001685
4336	30	0.001685
8863	30	0.001685
6928	30	0.001685
7347	30	0.001685
8543	30	0.001685
4271	30	0.001685
3061	30	0.001685
4926	30	0.001685
5744	30	0.001685
0973	30	0.001685
4957	30	0.001685
8630	30	0.001685
9140	30	0.001685
5773	30	0.001685
0968	30	0.001685
0739	30	0.001685
7083	30	0.001685
9409	30	0.001685
8157	30	0.001685
5084	30	0.001685
6444	30	0.001685
9757	30	0.001685
8934	30	0.001685
8334	30	0.001685
4928	30	0.001685
9159	30	0.001685
8245	30	0.001685
0845	30	0.001685
0237	30	0.001685
9380	30	0.001685
6628	30	0.001685
7089	30	0.001685
0747	30	0.001685
4770	30	0.001685
9718	30	0.001685
7437	30	0.001685
4349	30	0.001685
9724	30	0.001685
6646	30	0.001685
8773	30	0.001685
5976	30	0.001685
3718	30	0.001685
8233	30	0.001685
6821	30	0.001685
7352	30	0.001685
6427	30	0.001685
2942	30	0.001685
8932	30	0.001685
3846	30	0.001685
0435	30	0.001685
7164	30	0.001685
0350	30	0.001685
0842	30	0.001685
6338	30	0.001685
8598	30	0.001685
7329	30	0.001685
8853	30	0.001685
4963	30	0.001685
8474	30	0.001685
8561	30	0.001685
7924	30	0.001685
4660	30	0.001685
0560	30	0.001685
7558	30	0.001685
8435	30	0.001685
4379	30	0.001685
9926	30	0.001685
7837	30	0.001685
3881	30	0.001685
6351	30	0.001685
5934	30	0.001685
4854	30	0.001685
9350	30	0.001685
9372	30	0.001685
8440	30	0.001685
3938	30	0.001685
4873	30	0.001685
0760	30	0.001685
9716	30	0.001685
9915	30	0.001685
9560	30	0.001685
6764	30	0.001685
4863	30	0.001685
4449	30	0.001685
0944	30	0.001685
6335	30	0.001685
4054	30	0.001685
9374	30	0.001685
4874	30	0.001685
4943	30	0.001685
5845	30	0.001685
9754	30	0.001685
0774	30	0.001685
6241	30	0.001685
5449	30	0.001685
9383	30	0.001685
4919	30	0.001685
3962	30	0.001685
7091	30	0.001685
0358	30	0.001685
7330	30	0.001685
6755	30	0.001685
3948	30	0.001685
3898	30	0.001685
4877	30	0.001685
8235	30	0.001685
0776	30	0.001685
6029	30	0.001685
6470	30	0.001685
8716	30	0.001685
8772	30	0.001685
5149	30	0.001685
3867	30	0.001685
0562	30	0.001685
7370	30	0.001685
3849	30	0.001685
7409	29	0.001629
7367	29	0.001629
9540	29	0.001629
4359	29	0.001629
6763	29	0.001629
3861	29	0.001629
8644	29	0.001629
9162	29	0.001629
9056	29	0.001629
0935	29	0.001629
0253	29	0.001629
0873	29	0.001629
8545	29	0.001629
3935	29	0.001629
9578	29	0.001629
6833	29	0.001629
0951	29	0.001629
9167	29	0.001629
8025	29	0.001629
2943	29	0.001629
6514	29	0.001629
9642	29	0.001629
0955	29	0.001629
9266	29	0.001629
9858	29	0.001629
8661	29	0.001629
8054	29	0.001629
6049	29	0.001629
0841	29	0.001629
9246	29	0.001629
9621	29	0.001629
8341	29	0.001629
8032	29	0.001629
6172	29	0.001629
3873	29	0.001629
7088	29	0.001629
7542	29	0.001629
0152	29	0.001629
8370	29	0.001629
3945	29	0.001629
0450	29	0.001629
9715	29	0.001629
8535	29	0.001629
6835	29	0.001629
9651	29	0.001629
5949	29	0.001629
8835	29	0.001629
9943	29	0.001629
8858	29	0.001629
8846	29	0.001629
9171	29	0.001629
8750	29	0.001629
0671	29	0.001629
7918	29	0.001629
8564	29	0.001629
7651	29	0.001629
0249	29	0.001629
0933	29	0.001629
0663	29	0.001629
7413	29	0.001629
6723	29	0.001629
7461	29	0.001629
7950	29	0.001629
5047	29	0.001629
3913	29	0.001629
7974	29	0.001629
7060	29	0.001629
8567	29	0.001629
6730	29	0.001629
4640	29	0.001629
0748	29	0.001629
9452	29	0.001629
9075	29	0.001629
7059	29	0.001629
4741	29	0.001629
9639	29	0.001629
4941	29	0.001629
6307	29	0.001629
6528	29	0.001629
7444	29	0.001629
4861	29	0.001629
9765	29	0.001629
9570	29	0.001629
7151	29	0.001629
4082	29	0.001629
3847	29	0.001629
9035	29	0.001629
8326	29	0.001629
4665	29	0.001629
0372	29	0.001629
9468	29	0.001629
4373	29	0.001629
9418	29	0.001629
9729	29	0.001629
8518	29	0.001629
3046	29	0.001629
0375	29	0.001629
7037	29	0.001629
9548	29	0.001629
0267	29	0.001629
9555	29	0.001629
8166	29	0.001629
9470	29	0.001629
5935	29	0.001629
8764	29	0.001629
7351	29	0.001629
3735	29	0.001629
7634	29	0.001629
8442	29	0.001629
0574	29	0.001629
6316	29	0.001629
8074	29	0.001629
5048	29	0.001629
8676	29	0.001629
0949	29	0.001629
9946	29	0.001629
6144	29	0.001629
8079	29	0.001629
7372	29	0.001629
0638	29	0.001629
9450	29	0.001629
5836	29	0.001629
6553	29	0.001629
8251	29	0.001629
7265	29	0.001629
6013	29	0.001629
0967	29	0.001629
7008	29	0.001629
6350	29	0.001629
8092	29	0.001629
7064	29	0.001629
5094	29	0.001629
8154	29	0.001629
8260	29	0.001629
0537	29	0.001629
6038	29	0.001629
7364	29	0.001629
0565	29	0.001629
8938	29	0.001629
0453	29	0.001629
8347	29	0.001629
8550	29	0.001629
4937	29	0.001629
7253	29	0.001629
9723	29	0.001629
6079	29	0.001629
9568	29	0.001629
8763	29	0.001629
3864	29	0.001629
0336	29	0.001629
6537	29	0.001629
9168	29	0.001629
7971	29	0.001629
4068	29	0.001629
6153	29	0.001629
9671	29	0.001629
6418	29	0.001629
8345	29	0.001629
8062	29	0.001629
6731	29	0.001629
8242	29	0.001629
6753	29	0.001629
7365	29	0.001629
6842	29	0.001629
7160	29	0.001629
6867	29	0.001629
7443	29	0.001629
0942	29	0.001629
7161	29	0.001629
6151	29	0.001629
8950	28	0.001573
6358	28	0.001573
0362	28	0.001573
4097	28	0.001573
4917	28	0.001573
6742	28	0.001573
9257	28	0.001573
6347	28	0.001573
8351	28	0.001573
9847	28	0.001573
7141	28	0.001573
6175	28	0.001573
7346	28	0.001573
9153	28	0.001573
9569	28	0.001573
6873	28	0.001573
5948	28	0.001573
7549	28	0.001573
9830	28	0.001573
0559	28	0.001573
7573	28	0.001573
9831	28	0.001573
9034	28	0.001573
6084	28	0.001573
4093	28	0.001573
6629	28	0.001573
8757	28	0.001573
9918	28	0.001573
6083	28	0.001573
5835	28	0.001573
8549	28	0.001573
2862	28	0.001573
7616	28	0.001573
8075	28	0.001573
9462	28	0.001573
6091	28	0.001573
3959	28	0.001573
3958	28	0.001573
8973	28	0.001573
8638	28	0.001573
5071	28	0.001573
7758	28	0.001573
9432	28	0.001573
7052	28	0.001573
9142	28	0.001573
6376	28	0.001573
8067	28	0.001573
6142	28	0.001573
6525	28	0.001573
3955	28	0.001573
7953	28	0.001573
8332	28	0.001573
8753	28	0.001573
8257	28	0.001573
9728	28	0.001573
7963	28	0.001573
6643	28	0.001573
0347	28	0.001573
4766	28	0.001573
0665	28	0.001573
6075	28	0.001573
3731	28	0.001573
9849	28	0.001573
6849	28	0.001573
0437	28	0.001573
7085	28	0.001573
4935	28	0.001573
2842	28	0.001573
6361	28	0.001573
7462	28	0.001573
0248	28	0.001573
7440	28	0.001573
6940	28	0.001573
3926	28	0.001573
8072	28	0.001573
0436	28	0.001573
0635	28	0.001573
9755	28	0.001573
5737	28	0.001573
7961	28	0.001573
9073	28	0.001573
5497	28	0.001573
9627	28	0.001573
9818	28	0.001573
6725	28	0.001573
8162	28	0.001573
8966	28	0.001573
8095	28	0.001573
0434	28	0.001573
9815	28	0.001573
0363	28	0.001573
3560	28	0.001573
5940	28	0.001573
0971	28	0.001573
7614	28	0.001573
8438	28	0.001573
7968	28	0.001573
6863	28	0.001573
6448	28	0.001573
4740	28	0.001573
6165	28	0.001573
0864	28	0.001573
4061	28	0.001573
8441	28	0.001573
7360	28	0.001573
7562	28	0.001573
9535	28	0.001573
9465	28	0.001573
7028	28	0.001573
0251	28	0.001573
9365	28	0.001573
0343	28	0.001573
7308	28	0.001573
8096	28	0.001573
9947	28	0.001573
5738	28	0.001573
9643	28	0.001573
0162	28	0.001573
9735	28	0.001573
8857	28	0.001573
6034	28	0.001573
9344	28	0.001573
4835	28	0.001573
0862	28	0.001573
9081	28	0.001573
7544	28	0.001573
4096	28	0.001573
0371	28	0.001573
9851	28	0.001573
9157	28	0.001573
5761	28	0.001573
6857	28	0.001573
7090	28	0.001573
0639	28	0.001573
4914	28	0.001573
8364	28	0.001573
0239	28	0.001573
5095	28	0.001573
4059	28	0.001573
9263	28	0.001573
3741	28	0.001573
0743	27	0.001516
6539	27	0.001516
7062	27	0.001516
8069	27	0.001516
6653	27	0.001516
7738	27	0.001516
6555	27	0.001516
8093	27	0.001516
4839	27	0.001516
9558	27	0.001516
4091	27	0.001516
5074	27	0.001516
7960	27	0.001516
0557	27	0.001516
0084	27	0.001516
5925	27	0.001516
9436	27	0.001516
3643	27	0.001516
6718	27	0.001516
7751	27	0.001516
3836	27	0.001516
5365	27	0.001516
7629	27	0.001516
8035	27	0.001516
8028	27	0.001516
7917	27	0.001516
5929	27	0.001516
5059	27	0.001516
6027	27	0.001516
6063	27	0.001516
7537	27	0.001516
6953	27	0.001516
6640	27	0.001516
0767	27	0.001516
8860	27	0.001516
9756	27	0.001516
6158	27	0.001516
8847	27	0.001516
8156	27	0.001516
6862	27	0.001516
9054	27	0.001516
0462	27	0.001516
6649	27	0.001516
7067	27	0.001516
8673	27	0.001516
5743	27	0.001516
9861	27	0.001516
8094	27	0.001516
9037	27	0.001516
9061	27	0.001516
9046	27	0.001516
7658	27	0.001516
8356	27	0.001516
0548	27	0.001516
6744	27	0.001516
9381	27	0.001516
8672	27	0.001516
9609	27	0.001516
7844	27	0.001516
0953	27	0.001516
0750	27	0.001516
8354	27	0.001516
8758	27	0.001516
9270	27	0.001516
7359	27	0.001516
9041	27	0.001516
4958	27	0.001516
0651	27	0.001516
7167	27	0.001516
9138	27	0.001516
0742	27	0.001516
9247	27	0.001516
9772	27	0.001516
9445	27	0.001516
8371	27	0.001516
6055	27	0.001516
6095	27	0.001516
9557	27	0.001516
5349	27	0.001516
4641	27	0.001516
7470	27	0.001516
9369	27	0.001516
0950	27	0.001516
4964	27	0.001516
8957	27	0.001516
9351	27	0.001516
3963	27	0.001516
5039	27	0.001516
4762	27	0.001516
9244	27	0.001516
6609	27	0.001516
7951	27	0.001516
0337	27	0.001516
8030	27	0.001516
6828	27	0.001516
8015	27	0.001516
6618	27	0.001516
8559	27	0.001516
8443	27	0.001516
3872	27	0.001516
9243	27	0.001516
9354	27	0.001516
9343	27	0.001516
4076	27	0.001516
9730	27	0.001516
3752	27	0.001516
8337	27	0.001516
7668	27	0.001516
3859	27	0.001516
6379	27	0.001516
7084	27	0.001516
6736	27	0.001516
8943	27	0.001516
9741	27	0.001516
8137	27	0.001516
8940	27	0.001516
0273	27	0.001516
7973	27	0.001516
0568	27	0.001516
9051	27	0.001516
8671	27	0.001516
9579	27	0.001516
9028	27	0.001516
9734	27	0.001516
8949	27	0.001516
4947	27	0.001516
6342	27	0.001516
8249	27	0.001516
0970	27	0.001516
4953	27	0.001516
4039	27	0.001516
8449	27	0.001516
9647	27	0.001516
7554	27	0.001516
6449	27	0.001516
5538	27	0.001516
9038	27	0.001516
8057	27	0.001516
8359	27	0.001516
5945	27	0.001516
8033	27	0.001516
7571	27	0.001516
0857	27	0.001516
0451	27	0.001516
0843	27	0.001516
6434	27	0.001516
7553	27	0.001516
0338	27	0.001516
4089	27	0.001516
7438	27	0.001516
0540	27	0.001516
8047	27	0.001516
8144	27	0.001516
5946	26	0.001460
0545	26	0.001460
7740	26	0.001460
6838	26	0.001460
8618	26	0.001460
7230	26	0.001460
7095	26	0.001460
7314	26	0.001460
8029	26	0.001460
8274	26	0.001460
7297	26	0.001460
0643	26	0.001460
8343	26	0.001460
9461	26	0.001460
8040	26	0.001460
8540	26	0.001460
7817	26	0.001460
8446	26	0.001460
3734	26	0.001460
7096	26	0.001460
9458	26	0.001460
9842	26	0.001460
6039	26	0.001460
7613	26	0.001460
7659	26	0.001460
9240	26	0.001460
7039	26	0.001460
9069	26	0.001460
6086	26	0.001460
4364	26	0.001460
4834	26	0.001460
6948	26	0.001460
4946	26	0.001460
4075	26	0.001460
6859	26	0.001460
9086	26	0.001460
8657	26	0.001460
4833	26	0.001460
0473	26	0.001460
6951	26	0.001460
6756	26	0.001460
6150	26	0.001460
0658	26	0.001460
8061	26	0.001460
9940	26	0.001460
8761	26	0.001460
3923	26	0.001460
9773	26	0.001460
8146	26	0.001460
7441	26	0.001460
4968	26	0.001460
4036	26	0.001460
9720	26	0.001460
8043	26	0.001460
3972	26	0.001460
7430	26	0.001460
9725	26	0.001460
9762	26	0.001460
5340	26	0.001460
7156	26	0.001460
6343	26	0.001460
9640	26	0.001460
0751	26	0.001460
6089	26	0.001460
9659	26	0.001460
0868	26	0.001460
7517	26	0.001460
7016	26	0.001460
3952	26	0.001460
6416	26	0.001460
0867	26	0.001460
9742	26	0.001460
9337	26	0.001460
3965	26	0.001460
7839	26	0.001460
8650	26	0.001460
4088	26	0.001460
7034	26	0.001460
3874	26	0.001460
9079	26	0.001460
0753	26	0.001460
8752	26	0.001460
4837	26	0.001460
8641	26	0.001460
6451	26	0.001460
7435	26	0.001460
0445	26	0.001460
6729	26	0.001460
8746	26	0.001460
6028	26	0.001460
8209	26	0.001460
7468	26	0.001460
0342	26	0.001460
8230	26	0.001460
7140	26	0.001460
7249	26	0.001460
3757	26	0.001460
9938	26	0.001460
6536	26	0.001460
8325	26	0.001460
9328	26	0.001460
0539	26	0.001460
9057	26	0.001460
9775	26	0.001460
7049	26	0.001460
7934	26	0.001460
5742	26	0.001460
7957	26	0.001460
6036	26	0.001460
9541	26	0.001460
7350	26	0.001460
8350	26	0.001460
0348	26	0.001460
7054	26	0.001460
0755	26	0.001460
6441	26	0.001460
9174	26	0.001460
9451	26	0.001460
4767	26	0.001460
9083	26	0.001460
5919	26	0.001460
0361	26	0.001460
8366	26	0.001460
0835	26	0.001460
0649	26	0.001460
3941	26	0.001460
9538	26	0.001460
0364	26	0.001460
9067	26	0.001460
3937	25	0.001404
7026	25	0.001404
9573	25	0.001404
9062	25	0.001404
8076	25	0.001404
9366	25	0.001404
8771	25	0.001404
9562	25	0.001404
8736	25	0.001404
9760	25	0.001404
6947	25	0.001404
8158	25	0.001404
3763	25	0.001404
6956	25	0.001404
3758	25	0.001404
0662	25	0.001404
8058	25	0.001404
7094	25	0.001404
6751	25	0.001404
9739	25	0.001404
0961	25	0.001404
7848	25	0.001404
0664	25	0.001404
4037	25	0.001404
8735	25	0.001404
7353	25	0.001404
9043	25	0.001404
8768	25	0.001404
8937	25	0.001404
8643	25	0.001404
6864	25	0.001404
6765	25	0.001404
5930	25	0.001404
6459	25	0.001404
7065	25	0.001404
0542	25	0.001404
8056	25	0.001404
7339	25	0.001404
3936	25	0.001404
4742	25	0.001404
5923	25	0.001404
9776	25	0.001404
9063	25	0.001404
7343	25	0.001404
9936	25	0.001404
9096	25	0.001404
8066	25	0.001404
9767	25	0.001404
9837	25	0.001404
6746	25	0.001404
9958	25	0.001404
6329	25	0.001404
8939	25	0.001404
9039	25	0.001404
0837	25	0.001404
7947	25	0.001404
0570	25	0.001404
7428	25	0.001404
6714	25	0.001404
6356	25	0.001404
7653	25	0.001404
7843	25	0.001404
7087	25	0.001404
6097	25	0.001404
4638	25	0.001404
0849	25	0.001404
6946	25	0.001404
6397	25	0.001404
6047	25	0.001404
4094	25	0.001404
9618	25	0.001404
4083	25	0.001404
0553	25	0.001404
6333	25	0.001404
3957	25	0.001404
9726	25	0.001404
9336	25	0.001404
0855	25	0.001404
9819	25	0.001404
7338	25	0.001404
6527	25	0.001404
0353	25	0.001404
7624	25	0.001404
9472	25	0.001404
6562	25	0.001404
5947	25	0.001404
0653	25	0.001404
9049	25	0.001404
8640	25	0.001404
6856	25	0.001404
6843	25	0.001404
9556	24	0.001348
8555	24	0.001348
9064	24	0.001348
9860	24	0.001348
8837	24	0.001348
9745	24	0.001348
8037	24	0.001348
0840	24	0.001348
0937	24	0.001348
8467	24	0.001348
4738	24	0.001348
8636	24	0.001348
9660	24	0.001348
4954	24	0.001348
6082	24	0.001348
7042	24	0.001348
4962	24	0.001348
0766	24	0.001348
8239	24	0.001348
4064	24	0.001348
8070	24	0.001348
8036	24	0.001348
9471	24	0.001348
0668	24	0.001348
9047	24	0.001348
6037	24	0.001348
0870	24	0.001348
3868	24	0.001348
8362	24	0.001348
8539	24	0.001348
8328	24	0.001348
3998	24	0.001348
7561	24	0.001348
7967	24	0.001348
7816	24	0.001348
4079	24	0.001348
6726	24	0.001348
6749	24	0.001348
9353	24	0.001348
9743	24	0.001348
8570	24	0.001348
4029	24	0.001348
8871	24	0.001348
6076	24	0.001348
0376	24	0.001348
9629	24	0.001348
7929	24	0.001348
0460	24	0.001348
7838	24	0.001348
6834	24	0.001348
7098	24	0.001348
7336	24	0.001348
9547	24	0.001348
0261	24	0.001348
0441	24	0.001348
9549	24	0.001348
4761	24	0.001348
6409	24	0.001348
9638	24	0.001348
0764	24	0.001348
9665	24	0.001348
8942	24	0.001348
0761	24	0.001348
8538	24	0.001348
8349	24	0.001348
9149	24	0.001348
5838	24	0.001348
5944	24	0.001348
9740	24	0.001348
6551	24	0.001348
0846	24	0.001348
4092	24	0.001348
0647	24	0.001348
9967	24	0.001348
6747	24	0.001348
9466	24	0.001348
9759	24	0.001348
0374	24	0.001348
0863	24	0.001348
0670	24	0.001348
6839	24	0.001348
9766	24	0.001348
4661	24	0.001348
8167	24	0.001348
9960	24	0.001348
9048	24	0.001348
7439	24	0.001348
7450	24	0.001348
0534	24	0.001348
9267	24	0.001348
0634	24	0.001348
7099	24	0.001348
0365	24	0.001348
8560	24	0.001348
9033	24	0.001348
3979	24	0.001348
9554	24	0.001348
7055	24	0.001348
7093	24	0.001348
9948	24	0.001348
0763	24	0.001348
3062	24	0.001348
8361	24	0.001348
9042	23	0.001292
0673	23	0.001292
7069	23	0.001292
7955	23	0.001292
9460	23	0.001292
6715	23	0.001292
7660	23	0.001292
9068	23	0.001292
7150	23	0.001292
8447	23	0.001292
9361	23	0.001292
0948	23	0.001292
0858	23	0.001292
6961	23	0.001292
5837	23	0.001292
9036	23	0.001292
0068	23	0.001292
6436	23	0.001292
8352	23	0.001292
9749	23	0.001292
9434	23	0.001292
0672	23	0.001292
7638	23	0.001292
4074	23	0.001292
6176	23	0.001292
6743	23	0.001292
0334	23	0.001292
8639	23	0.001292
7066	23	0.001292
9437	23	0.001292
9340	23	0.001292
0749	23	0.001292
0865	23	0.001292
9338	23	0.001292
6926	23	0.001292
4087	23	0.001292
6560	23	0.001292
6836	23	0.001292
4829	23	0.001292
7048	23	0.001292
9719	23	0.001292
0556	23	0.001292
0759	23	0.001292
8637	23	0.001292
4073	23	0.001292
8444	23	0.001292
0558	23	0.001292
9744	23	0.001292
0772	23	0.001292
7958	23	0.001292
8734	23	0.001292
8063	23	0.001292
8261	23	0.001292
6438	23	0.001292
0762	23	0.001292
8952	23	0.001292
6074	23	0.001292
9855	23	0.001292
5097	23	0.001292
4057	23	0.001292
0370	23	0.001292
9439	23	0.001292
7248	23	0.001292
8958	23	0.001292
6447	23	0.001292
9738	23	0.001292
7041	23	0.001292
4948	23	0.001292
3851	23	0.001292
3974	23	0.001292
7061	23	0.001292
7036	23	0.001292
7548	23	0.001292
6094	23	0.001292
6035	23	0.001292
0659	23	0.001292
8348	23	0.001292
4934	23	0.001292
7097	23	0.001292
7040	23	0.001292
3961	23	0.001292
6057	22	0.001236
0962	22	0.001236
8346	22	0.001236
9053	22	0.001236
6762	22	0.001236
7851	22	0.001236
7563	22	0.001236
0757	22	0.001236
0952	22	0.001236
9733	22	0.001236
6439	22	0.001236
9442	22	0.001236
0758	22	0.001236
7216	22	0.001236
8645	22	0.001236
9260	22	0.001236
8649	22	0.001236
6041	22	0.001236
9529	22	0.001236
9368	22	0.001236
9367	22	0.001236
7003	22	0.001236
9360	22	0.001236
9359	22	0.001236
8647	22	0.001236
0641	22	0.001236
8634	22	0.001236
8648	22	0.001236
9438	22	0.001236
0839	22	0.001236
7670	22	0.001236
0957	22	0.001236
7092	22	0.001236
7936	22	0.001236
8445	22	0.001236
6738	22	0.001236
6851	22	0.001236
3760	22	0.001236
8935	22	0.001236
4753	22	0.001236
6058	22	0.001236
7937	22	0.001236
9084	22	0.001236
7842	22	0.001236
7943	22	0.001236
8437	22	0.001236
7357	22	0.001236
7079	22	0.001236
8730	22	0.001236
8568	22	0.001236
